0.000130015 -2.86520e-05 -3.46500e-05 1.27330 0.0816768 -0.115744 
0.00224575 -0.000670291 -0.000383710 21.3940 -0.431151 -1.21707 
0.00435988 -0.00128529 -0.000667206 38.4752 -0.766052 -1.95246 
0.00643321 -0.00185904 -0.000904504 49.3821 -1.09610 -2.37424 
0.00844454 -0.00235675 -0.00104529 55.9602 -1.29191 -2.52516 
0.0103123 -0.00274005 -0.00111353 59.5593 -1.34749 -2.40176 
0.0120754 -0.00306375 -0.00118205 61.6426 -1.40092 -2.27709 
0.0137030 -0.00325096 -0.00123636 63.0632 -0.653635 -2.16745 
0.0151561 -0.00331988 -0.00125964 64.1327 0.704718 -2.04843 
0.0164324 -0.00323273 -0.00127057 65.0544 2.96295 -1.94813 
0.0175254 -0.00302425 -0.00126746 65.8504 5.86381 -1.84806 
0.0184509 -0.00266406 -0.00129009 66.5720 9.71025 -1.79746 
0.0191752 -0.00216046 -0.00130271 67.1611 14.4677 -1.69522 
0.0197198 -0.00155425 -0.00132662 67.5539 19.7479 -1.54278 
0.0200926 -0.000849709 -0.00131738 67.7258 25.4156 -1.24845 
0.0202492 -3.38203e-05 -0.00125149 67.6082 31.4850 -0.863010 
0.0202284 0.000842671 -0.00117696 67.1490 37.3486 -0.513279 
0.0200133 0.00172812 -0.00106286 66.1999 42.3500 -0.229015 
0.0195896 0.00270742 -0.000913696 64.5359 46.4387 0.0114086 
0.0189622 0.00362963 -0.000698584 62.1760 49.4156 0.320948 
0.0181751 0.00456631 -0.000451795 59.2360 52.0625 0.679169 
0.0171680 0.00548798 -0.000192617 55.4391 54.4247 1.06889 
0.0159821 0.00636975 0.000113005 50.8883 56.4433 1.55179 
0.0146293 0.00719475 0.000405829 45.6073 58.0712 2.02620 
0.0131257 0.00800323 0.000665965 39.6759 59.3981 2.43785 
0.0115103 0.00875283 0.000889739 33.2856 60.3076 2.76895 
0.00978382 0.00942883 0.00106286 26.4918 60.7759 3.00465 
0.00798014 0.0100575 0.00119087 19.4823 60.8469 3.15287 
0.00619905 0.0105935 0.00128449 12.6868 60.4360 3.23289 
0.00443658 0.0110621 0.00130893 6.24921 59.7094 3.18410 
0.00120530 0.0116768 0.00125337 -5.27298 57.0256 2.93913 
-0.000158179 0.0118309 0.00116656 -10.9249 55.0866 2.75130 
-0.00131562 0.0118143 0.00109954 -17.0007 52.4912 2.60582 
-0.00221307 0.0116238 0.00106860 -22.7581 49.4041 2.50303 
-0.00281193 0.0112187 0.00102992 -27.3674 45.9179 2.40284 
-0.00303669 0.0106482 0.00103948 -29.9578 42.4398 2.41970 
-0.00295440 0.00982235 0.00106896 -30.7985 38.2882 2.49683 
-0.00246391 0.00875191 0.00111577 -28.7924 33.7433 2.64083 
-0.00162558 0.00745437 0.00117438 -24.3493 28.7757 2.82918 
-0.000422945 0.00592586 0.00124239 -17.5122 23.3646 3.02787 
0.00106951 0.00416976 0.00132856 -10.3219 17.1250 3.21254 
0.00287021 0.00222523 0.00139221 -3.72254 10.0125 3.40630 
0.00493049 9.14224e-05 0.00142679 2.74825 1.41893 3.64445 
0.00714899 -0.00217934 0.00145167 8.38659 -11.5770 3.82062 
0.00948203 -0.00454584 0.00143559 13.4673 -26.9298 3.50447 
0.0118401 -0.00695813 0.00141543 18.4382 -39.4975 3.17935 
0.0141471 -0.00938029 0.00137530 23.0415 -47.4485 2.69710 
0.0163005 -0.0117781 0.00136843 26.1326 -51.1496 2.25186 
0.0182474 -0.0140829 0.00139532 27.7505 -52.4703 1.88724 
0.0198759 -0.0162598 0.00143822 28.2234 -53.3264 1.60687 
0.0211504 -0.0182706 0.00154783 27.7771 -54.2772 1.50073 
0.0220374 -0.0201414 0.00173834 26.3822 -55.6200 1.56120 
0.0225147 -0.0217599 0.00202381 24.2869 -57.2192 1.80944 
0.0225392 -0.0231838 0.00239663 21.1874 -59.2316 2.22759 
0.0222102 -0.0244109 0.00285083 17.3298 -61.4050 2.80923 
0.0214507 -0.0253933 0.00339276 12.4546 -63.6775 3.55268 
0.0203500 -0.0261922 0.00403454 6.55948 -65.8317 4.45087 
0.0190041 -0.0268017 0.00469508 -0.212989 -67.6591 5.41245 
0.0174627 -0.0272748 0.00543584 -7.88022 -69.0438 6.44036 
0.0158026 -0.0275573 0.00619289 -16.1717 -69.9064 7.40682 

-5.26536e-05 1.90202e-05 -6.77114e-05 -0.499745 0.0450656 -0.248548 
-0.000898160 0.000302125 -0.000984503 -8.57790 0.533981 -3.62344 
-0.00163684 0.000664987 -0.00194486 -15.2856 2.17606 -7.14140 
-0.00224863 0.00111588 -0.00295187 -20.1252 5.13270 -10.7175 
-0.00266699 0.00165117 -0.00394312 -22.4216 9.39834 -14.0290 
-0.00293413 0.00219706 -0.00483621 -22.9949 13.8260 -16.7194 
-0.00297481 0.00276140 -0.00564154 -21.3976 18.6261 -18.9281 
-0.00286735 0.00329179 -0.00633815 -18.6677 23.0622 -20.6372 
-0.00256907 0.00385021 -0.00685803 -14.1621 27.9258 -21.6179 
-0.00212491 0.00438366 -0.00721935 -8.40828 32.6986 -21.9565 
-0.00155469 0.00484671 -0.00739026 -1.66221 37.1263 -21.6436 
-0.000922620 0.00527953 -0.00738574 5.51381 41.2929 -20.6995 
-0.000268070 0.00561852 -0.00716767 12.6733 44.8174 -19.1700 
0.000369938 0.00590917 -0.00682814 19.4321 47.7650 -17.3081 
0.000928372 0.00613852 -0.00633276 25.2856 50.1707 -15.1291 
0.00137603 0.00629758 -0.00572727 29.9457 51.9313 -12.8272 
0.00165100 0.00637178 -0.00501558 32.9092 52.9258 -10.4318 
0.00172776 0.00634668 -0.00423374 33.7826 52.8201 -7.93923 
0.00156206 0.00624266 -0.00341623 32.0817 51.5841 -5.39235 
0.00108649 0.00606405 -0.00259326 27.1217 48.9805 -2.89692 
0.000432516 0.00580053 -0.00173814 20.1761 45.1872 -0.347259 
-0.000520504 0.00544349 -0.000885861 10.0107 39.7353 2.10053 
-0.00172963 0.00501655 -5.61370e-05 -2.83264 32.9109 4.35717 
-0.00307108 0.00448580 0.000802277 -17.3187 24.8059 6.61720 
-0.00457514 0.00388391 0.00161820 -32.7597 15.5394 8.60562 
-0.00616998 0.00320411 0.00242537 -46.0398 5.01434 10.3059 
-0.00772629 0.00247978 0.00323343 -55.9914 -5.74020 11.5948 
-0.00930065 0.00168637 0.00407959 -63.1693 -16.4007 12.3389 
-0.0107205 0.000814363 0.00491117 -67.3636 -26.1951 12.4995 
-0.0119693 -8.98901e-05 0.00575131 -69.4039 -34.4995 12.2110 
-0.0136559 -0.00196131 0.00752608 -69.9745 -47.3343 11.5522 
-0.0140571 -0.00295543 0.00840556 -69.2228 -52.7094 11.3263 
-0.0140807 -0.00393760 0.00928199 -67.3265 -56.9812 11.5635 
-0.0137890 -0.00495179 0.0101102 -63.7922 -60.5294 12.1313 
-0.0131687 -0.00597469 0.0109451 -57.8988 -63.1480 13.1775 
-0.0122072 -0.00695494 0.0116422 -49.3275 -64.8875 14.3479 
-0.0109532 -0.00792507 0.0122922 -38.1661 -65.6771 15.5745 
-0.00943049 -0.00886385 0.0128133 -24.7036 -65.4375 16.4861 
-0.00771291 -0.00978516 0.0131771 -10.2520 -63.8588 16.5537 
-0.00577990 -0.0105850 0.0133967 4.38549 -60.1413 15.7754 
-0.00371538 -0.0113266 0.0134595 17.1610 -55.2195 14.2453 
-0.00154293 -0.0119642 0.0133100 28.2789 -49.3391 12.1233 
0.000692159 -0.0124406 0.0129677 38.0869 -42.6260 9.70589 
0.00294808 -0.0127613 0.0124773 46.4103 -35.4427 7.21114 
0.00523604 -0.0128897 0.0117667 53.1366 -27.9846 4.59120 
0.00747781 -0.0127720 0.0109147 58.0955 -20.5738 2.23950 
0.00969770 -0.0124816 0.00996055 61.3493 -13.8404 0.0974116 
0.0118421 -0.0119162 0.00883377 63.7187 -6.52397 -2.01266 
0.0139017 -0.0111209 0.00766777 65.4711 1.29194 -3.78205 
0.0158690 -0.0101186 0.00644402 66.6567 9.48100 -5.18982 
0.0176810 -0.00895087 0.00519635 67.1212 17.5950 -5.96415 
0.0194197 -0.00761255 0.00397885 67.1180 25.8374 -6.05617 
0.0209817 -0.00613845 0.00284500 66.9251 34.1112 -5.70812 
0.0223613 -0.00467815 0.00178345 66.6402 41.0667 -5.28165 
0.0236148 -0.00317642 0.000816092 66.2692 45.9764 -5.01268 
0.0246321 -0.00177385 -2.97199e-05 65.8755 49.0389 -4.95889 
0.0255168 -0.000511445 -0.000770930 65.5347 51.1198 -4.96400 
0.0262315 0.000580964 -0.00132653 65.2552 52.6283 -4.93180 
0.0267349 0.00143841 -0.00177181 65.0048 53.6680 -4.92988 
0.0270723 0.00201826 -0.00205427 64.8342 54.3000 -4.92206 

0.000112943 0.000103021 1.69208e-06 1.48381 1.41059 0.0136219 
0.00185499 0.00172970 0.000172499 24.4143 23.4934 0.734652 
0.00334367 0.00328623 0.000560588 41.7288 41.2990 1.78748 
0.00454531 0.00477296 0.00112957 50.3399 51.2578 2.48741 
0.00547755 0.00618119 0.00179527 52.6783 54.9120 2.78821 
0.00613404 0.00741825 0.00255825 52.8291 56.5029 3.55244 
0.00654118 0.00854556 0.00331197 52.4958 57.8661 4.29539 
0.00671522 0.00943295 0.00403750 51.9151 58.9079 5.01795 
0.00669901 0.0100954 0.00470977 50.8932 59.6348 5.80667 
0.00656853 0.0105247 0.00525995 49.5634 60.0184 6.59694 
0.00635017 0.0106411 0.00567188 47.8952 59.7690 7.46608 
0.00605896 0.0104921 0.00597209 45.6083 58.3479 8.29831 
0.00580853 0.0100319 0.00611638 43.2862 55.3687 8.86085 
0.00555604 0.00924519 0.00616451 40.5885 50.6401 9.30572 
0.00544375 0.00821138 0.00610715 38.5625 44.8043 9.53647 
0.00541860 0.00686272 0.00595914 36.7286 37.3590 9.60789 
0.00556073 0.00526707 0.00574895 35.6111 28.7056 9.49673 
0.00582574 0.00347694 0.00550513 34.8058 18.9963 9.18619 
0.00627560 0.00149073 0.00529523 34.4545 8.59570 8.69444 
0.00687156 -0.000575769 0.00509788 34.3150 -2.68313 8.60217 
0.00758605 -0.00273558 0.00493956 34.0326 -17.1843 8.95791 
0.00844953 -0.00482789 0.00484279 34.0091 -30.4012 8.87146 
0.00938179 -0.00686797 0.00478149 33.3343 -39.7031 8.06376 
0.0103155 -0.00876907 0.00476246 32.1177 -45.3879 7.13704 
0.0112656 -0.0104250 0.00479350 31.2728 -48.4427 6.35485 
0.0121268 -0.0118092 0.00486811 30.7276 -50.1282 5.82775 
0.0128739 -0.0128853 0.00493365 30.6078 -50.9285 5.43927 
0.0134066 -0.0136444 0.00501036 30.5074 -51.3779 5.24106 
0.0137432 -0.0139757 0.00508771 30.9187 -51.2053 5.19531 
0.0137596 -0.0139897 0.00511057 30.7921 -50.7263 5.19497 
0.0128628 -0.0129563 0.00503281 27.7153 -43.6344 5.13053 
0.0118932 -0.0120238 0.00489173 23.8974 -37.6220 4.95746 
0.0105533 -0.0108466 0.00468706 18.3092 -30.3335 4.71827 
0.00892466 -0.00950912 0.00440913 11.2222 -22.6057 4.37899 
0.00700755 -0.00808891 0.00406267 2.12123 -15.9018 3.94113 
0.00485108 -0.00665972 0.00365629 -10.2094 -10.9896 3.43834 
0.00256838 -0.00528440 0.00317453 -26.1458 -7.82742 2.25240 
0.000177884 -0.00406764 0.00268508 -43.0985 -6.54765 0.698406 
-0.00223160 -0.00297821 0.00215553 -55.2497 -5.95581 -0.848653 
-0.00456225 -0.00213123 0.00161589 -62.7008 -6.18408 -1.97545 
-0.00674770 -0.00150894 0.00106602 -66.8184 -6.96776 -2.86989 
-0.00872415 -0.00114322 0.000533806 -69.1655 -8.42874 -3.53452 
-0.0104445 -0.000988895 1.65559e-07 -70.5998 -10.2971 -4.09244 
-0.0118309 -0.00112169 -0.000444652 -71.7090 -13.0301 -4.46630 
-0.0129138 -0.00141026 -0.000907034 -72.5074 -16.0234 -4.91354 
-0.0135908 -0.00189313 -0.00131624 -73.0836 -19.6167 -5.34655 
-0.0139458 -0.00250567 -0.00164914 -73.4535 -23.6957 -5.68437 
-0.0139615 -0.00320024 -0.00200591 -73.4858 -28.1957 -6.19978 
-0.0136480 -0.00397612 -0.00228278 -72.5208 -33.0882 -6.72920 
-0.0130419 -0.00474281 -0.00253914 -69.2592 -37.3237 -7.31137 
-0.0121994 -0.00551336 -0.00277998 -63.8658 -40.9351 -7.85719 
-0.0111818 -0.00627226 -0.00302304 -56.8182 -43.9811 -8.43805 
-0.0100050 -0.00694964 -0.00325696 -48.0075 -45.9118 -8.99735 
-0.00870765 -0.00755728 -0.00350514 -38.1917 -46.8458 -9.56163 
-0.00736894 -0.00805463 -0.00369612 -28.3289 -46.7692 -9.97817 
-0.00598994 -0.00844439 -0.00391285 -18.3872 -45.7424 -10.5554 
-0.00465060 -0.00869607 -0.00415184 -8.94212 -43.8093 -11.2692 
-0.00333331 -0.00879792 -0.00429948 0.149789 -40.8396 -11.8064 
-0.00209175 -0.00871887 -0.00442744 8.67934 -36.6262 -12.2248 
-0.000961174 -0.00850987 -0.00449332 16.2173 -31.8235 -12.3824 

-2.77518e-05 1.39415e-05 -6.76309e-05 -0.254187 0.0649564 -0.246447 
-0.000306636 0.000792368 -0.00145297 -0.985541 7.40787 -5.27665 
-0.000347796 0.00168879 -0.00298348 1.07393 16.5673 -10.7607 
-0.000111110 0.00264669 -0.00460411 5.80266 25.7804 -15.8015 
0.000338529 0.00365258 -0.00619756 11.9519 33.6364 -19.3663 
0.00103787 0.00466199 -0.00779566 19.3315 40.0267 -21.6817 
0.00191773 0.00560808 -0.00933557 25.9584 43.8930 -22.6352 
0.00297370 0.00644869 -0.0107183 31.5758 45.9699 -22.4386 
0.00412520 0.00714429 -0.0119929 36.5158 46.9722 -21.8383 
0.00533072 0.00763211 -0.0131084 41.0638 47.1871 -21.0556 
0.00649689 0.00793350 -0.0140436 44.7716 46.9882 -20.2844 
0.00761320 0.00799520 -0.0148121 47.7459 46.1724 -19.7033 
0.00857249 0.00783634 -0.0154345 49.8113 44.5351 -19.5292 
0.00940628 0.00746415 -0.0158572 51.4144 42.0038 -19.5112 
0.00996833 0.00689764 -0.0161253 52.2278 38.3914 -19.8327 
0.0103003 0.00617513 -0.0162515 52.3146 33.7788 -20.2855 
0.0103416 0.00540441 -0.0162408 51.1304 28.6406 -20.7513 
